iter	Logloss
442	0.4609954662
443	0.4608187146
444	0.4605619863
445	0.4603186613
446	0.4600834135
447	0.4598866186
448	0.4596985598
449	0.4595275276
450	0.4592073006
451	0.4588931155
452	0.4586940689
453	0.4585310824
454	0.4583570071
455	0.4581319939
456	0.4580147963
457	0.4578951337
458	0.4578001565
459	0.4576058847
460	0.4574312044
461	0.4571272997
462	0.4569691177
463	0.4567812865
464	0.4565808448
465	0.45637748
466	0.4561624931
467	0.455844695
468	0.4556900476
469	0.4555160916
470	0.45530906
471	0.4551161456
472	0.4548194266
473	0.4546794632
474	0.4544344529
475	0.4542970229
476	0.4541808665
477	0.45411382
478	0.4539977384
479	0.453757252
480	0.4536032211
481	0.4533019135
482	0.4531354386
483	0.4529686618
484	0.4527724455
485	0.4525797783
486	0.4523512034
487	0.4522624476
488	0.4521227466
489	0.4519230935
490	0.4517686396
491	0.451634024
492	0.4514109017
493	0.4512438413
494	0.4511052341
495	0.450954961
496	0.4508276169
497	0.4506417407
498	0.4504503524
499	0.4502521019
500	0.4499611
501	0.449798072
502	0.4496060718
503	0.4494739482
504	0.4492206866
505	0.4488656437
506	0.4486328549
507	0.4485558943
508	0.4483816651
509	0.4479474942
510	0.4478252606
511	0.4477029934
512	0.4475082037
513	0.447277621
514	0.4470100439
515	0.4467969752
516	0.4465949823
517	0.4463469886
518	0.4461432487
519	0.4458871673
520	0.4458014432
521	0.4456286445
522	0.4454788502
523	0.4453181793
524	0.4452105652
525	0.4449993924
526	0.4448109216
527	0.4446926972
528	0.4445827756
529	0.4444359163
530	0.444335442
531	0.444081383
532	0.4438962724
533	0.4437936675
534	0.4436467878
535	0.4434364915
536	0.4432844301
537	0.4430755794
538	0.4428546636
539	0.4425240785
540	0.442429732
541	0.4422326106
542	0.4421112133
543	0.4419845627
544	0.4418342871
545	0.4415409479
546	0.4414194644
547	0.4412742432
548	0.4411542794
549	0.440919571
550	0.4406657232
551	0.440409636
552	0.4402530337
553	0.4401054527
554	0.4397966211
555	0.4395652346
556	0.4394583671
557	0.4392061635
558	0.4390542632
559	0.4388775077
560	0.4387223453
561	0.4385642696
562	0.4383472658
563	0.4381680092
564	0.4380593803
565	0.4378416216
566	0.4376218253
567	0.4373673562
568	0.4372246387
569	0.437051395
570	0.4368198466
571	0.4366163339
572	0.4364291898
573	0.4360215246
574	0.4358192167
575	0.4356564112
576	0.4352884499
577	0.4351341667
578	0.4349749775
579	0.4348771917
580	0.4345891002
581	0.4344443925
582	0.4343201774
583	0.4342533584
584	0.4341312444
585	0.4339625993
586	0.433777739
587	0.4336133118
588	0.4334441746
589	0.4332079703
590	0.4329695331
591	0.4327501861
592	0.4325956899
593	0.4323806064
594	0.4321941618
595	0.4320814194
596	0.4319168525
597	0.4317477399
598	0.4316048717
599	0.4314986892
600	0.4313765385
601	0.4312840611
602	0.4311466352
603	0.4309371546
604	0.4306358224
605	0.4304519114
606	0.4301950286
607	0.430008839
608	0.4297724705
609	0.4296278797
610	0.4294698777
611	0.4292350613
612	0.4290903052
613	0.4288949614
614	0.42861392
615	0.4284306916
616	0.4282855894
617	0.428175794
618	0.4281047577
619	0.4279391036
620	0.427736485
621	0.4276324508
622	0.4274497967
623	0.4272153196
624	0.4271121694
625	0.4269616239
626	0.4269008394
627	0.4266735728
628	0.4265243271
629	0.4263195
630	0.4261580728
631	0.4260048075
632	0.4258487139
633	0.4256838269
634	0.4255754255
635	0.4254171974
636	0.4252813541
637	0.4250270197
638	0.4248230727
639	0.4246375106
640	0.4244691106
641	0.4242968263
642	0.4241392235
643	0.424052517
644	0.4238957625
645	0.4237334827
646	0.4235844269
647	0.42346574
648	0.4233162196
649	0.4232032362
650	0.4230273193
651	0.422888942
652	0.4227350191
653	0.4225691327
654	0.4223911804
655	0.4222757916
656	0.4220981929
657	0.4219341656
658	0.421777894
659	0.421568389
660	0.4214092394
661	0.4212634591
662	0.4210209659
663	0.4208549133
664	0.4207406008
665	0.4206175805
666	0.4204390798
667	0.4203162769
668	0.4201668208
669	0.4200503005
670	0.4198738205
671	0.4195322882
672	0.419402955
673	0.4191829787
674	0.4190052371
675	0.4189300141
676	0.4187287245
677	0.4185241441
678	0.4182839324
679	0.4181229659
680	0.418022066
681	0.4179061997
682	0.4176074784
683	0.4174574838
684	0.4173503613
685	0.4170707244
686	0.416858857
687	0.4167130542
688	0.4164872297
689	0.4162289224
690	0.4160186937
691	0.4158645512
692	0.4156630037
693	0.4153026437
694	0.415191827
695	0.4149549494
696	0.4147699741
697	0.4145775278
698	0.4144264601
699	0.4142061973
700	0.4140606423
701	0.4137781041
702	0.413588695
703	0.4133891297
704	0.4130847623
705	0.4129387014
706	0.4125284561
707	0.4123959453
708	0.4121731467
709	0.411946136
710	0.4118290457
711	0.4116168392
712	0.4114213746
713	0.4111887791
714	0.4110360988
715	0.4109137017
716	0.410742929
717	0.4105087093
718	0.4103268525
719	0.4101571944
720	0.4099339087
721	0.4096488334
722	0.4094911199
723	0.4093406974
724	0.4092070502
725	0.409055244
726	0.4089691537
727	0.4088305199
728	0.4086846344
729	0.4084919756
730	0.4082672788
731	0.4080056173
732	0.4077701741
733	0.4076114452
734	0.4074368761
735	0.4071927906
736	0.406787883
737	0.4065375105
738	0.4063115227
739	0.4061432035
740	0.405914775
741	0.4056324316
742	0.4054133563
743	0.4052298637
744	0.4049626042
745	0.4047845668
746	0.4044486639
747	0.4042840827
748	0.4041436936
749	0.4039826249
750	0.4037397705
751	0.4035991618
752	0.4034523783
753	0.4032902909
754	0.4031123545
755	0.4029164988
756	0.4027730133
757	0.4025631234
758	0.4023243739
759	0.402075893
760	0.4016022267
761	0.4012605479
762	0.4009882105
763	0.4008341955
764	0.4004361486
765	0.4002356222
766	0.400081043
767	0.3999326622
768	0.3996928603
769	0.3995663473
770	0.3994362712
771	0.3991828262
772	0.3990482807
773	0.3988539704
774	0.3987780642
775	0.3985605136
776	0.3983564542
777	0.3982253871
778	0.398060418
779	0.397934264
780	0.3977280249
781	0.3975854477
782	0.3974299009
783	0.3972748834
784	0.3970124762
785	0.3968439604
786	0.3967363853
787	0.3966052199
788	0.3964682325
789	0.3963525116
790	0.3961809339
791	0.3959921619
792	0.3957001065
793	0.3952719843
794	0.3950821044
795	0.3949153354
796	0.3946957436
797	0.3945213696
798	0.394353872
799	0.3941904707
800	0.3940264541
801	0.393745624
802	0.393564218
803	0.393429016
804	0.3932670101
805	0.3930775679
806	0.3928729114
807	0.3927130247
808	0.3925578419
809	0.3923881068
810	0.3922593985
811	0.3920827074
812	0.3919822178
813	0.3917760973
814	0.3916334734
815	0.3914387565
816	0.391262671
817	0.3910859384
818	0.3909193134
819	0.3907104698
820	0.3905767122
821	0.3903748305
822	0.3901413668
823	0.3899814465
824	0.3898547542
825	0.3896556369
826	0.389359418
827	0.38919198
828	0.388948036
829	0.3888148496
830	0.3886783774
831	0.3884849106
832	0.3883139757
833	0.3881597052
834	0.3879595038
835	0.3875461914
836	0.3874005401
837	0.3872603804
838	0.3871198228
839	0.386960797
840	0.3868442152
841	0.3866763546
842	0.3864590067
843	0.3862564538
844	0.3861208192
845	0.3858760143
846	0.3857042854
847	0.3855450167
848	0.3853511349
849	0.3850315447
850	0.3848452155
851	0.3846872046
852	0.3844998863
853	0.3843609412
854	0.3841902529
855	0.3840202923
856	0.383868478
857	0.3837233831
858	0.3835005496
859	0.3831410879
860	0.3829313446
861	0.3827384343
862	0.3824800091
863	0.3822707596
864	0.382084884
865	0.3819334945
866	0.3817579742
867	0.3816248056
868	0.3813600577
869	0.3811780316
870	0.3809696732
871	0.3808666589
872	0.3807512184
873	0.380637951
874	0.3803195713
875	0.3801218775
876	0.3799497367
877	0.3796092884
878	0.3794511623
879	0.3793480821
880	0.3791707161
881	0.3790213374
882	0.3789310372
883	0.3788027485
884	0.3786327395
885	0.3783645946
886	0.378247747
887	0.3781172855
888	0.3779230602
889	0.377727559
890	0.3776110949
891	0.3772346824
892	0.3770284571
893	0.3767290734
894	0.376611558
895	0.3764878617
896	0.3762645494
897	0.376043631
898	0.3759146028
899	0.375802393
900	0.3755951613
901	0.3754758253
902	0.3751428255
903	0.374970036
904	0.3747492366
905	0.3745649337
906	0.3743506569
907	0.374180945
908	0.3740571135
909	0.3739124994
910	0.3738093099
911	0.3735413321
912	0.3734409179
913	0.3730914295
914	0.3729061405
915	0.3727987667
916	0.3726130635
917	0.3724260543
918	0.3722346189
919	0.3720089071
920	0.3717874862
921	0.3716696048
922	0.371373396
923	0.3712377924
924	0.3710110556
925	0.3709002303
926	0.370620767
927	0.3703977446
928	0.3703086458
929	0.3701679385
930	0.3700291328
931	0.36994788
932	0.3697432841
933	0.3695655472
934	0.3694002677
935	0.3692954164
936	0.3691964733
937	0.3690371918
938	0.368873344
939	0.3685974504
940	0.3684553327
941	0.3682448848
942	0.3680023246
943	0.3678380524
944	0.3674042538
945	0.3671495848
946	0.3667554282
947	0.3666150626
948	0.3665395698
949	0.3663139656
950	0.3661816187
951	0.3659034896
952	0.3657637355
953	0.3656552765
954	0.36551588
955	0.3653429681
956	0.3650908069
957	0.364914077
958	0.3644790953
959	0.3643794882
960	0.3641797812
961	0.3639832819
962	0.3638287017
963	0.3635519896
964	0.3633607496
965	0.3631011648
966	0.3630031108
967	0.3627856162
968	0.3624394304
969	0.3623353903
970	0.3622553615
971	0.3620805841
972	0.3618192778
973	0.3617040177
974	0.3614762486
975	0.3613821342
976	0.3611252575
977	0.3609075953
978	0.3605168736
979	0.3602832942
980	0.3601286749
981	0.3600366609
982	0.3598442148
983	0.3596599147
984	0.3594276264
985	0.3592703936
986	0.359104077
987	0.3590178559
988	0.3588377714
989	0.3587194771
990	0.3585074252
991	0.3584330045
992	0.3582525625
993	0.3581641876
994	0.3579991
995	0.3578956931
996	0.3577219302
997	0.3575725
998	0.3574484584
999	0.3571452289
